Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SPICE
0.061143957810528435,8.389690877418517e-10,2.0607153934922392e-12,1.0428145604099532e-13,0.025464045271199654,0.04964207932531909,0.06362511253925443,0.03174603174603175
